startStation;startDate;endStation;endDate;isMember
Viger / Chenneville;2022-06-20 03:27:48;Argyle / Bannantyne;2022-06-20 04:01:19;1
Métro Joliette  (Joliette / Hochelaga);2021-10-11 12:25:16;St-Viateur / Casgrain;2021-10-11 12:41:57;1
8e avenue / Everett;2022-06-17 13:45:40;Métro Laurier (Rivard / Laurier);2022-06-17 14:09:59;1
Roy / St-André;2022-06-30 18:39:15;BAnQ (Berri / de Maisonneuve);2022-06-30 18:45:38;1
Métro Jean-Talon (Berri / Jean-Talon);2021-09-25 10:04:53;de Lanaudière / Bélanger;2021-09-25 10:11:18;1
Berri / Cherrier;2022-08-03 21:55:06;Notre-Dame / St-Gabriel;2022-08-03 22:09:54;0
Gauthier / Parthenais;2022-06-08 12:38:28;Messier / du Mont-Royal;2022-06-08 12:42:11;1
Shearer / Centre;2022-09-28 18:51:41;Métro Charlevoix (Centre / Charlevoix);2022-09-28 18:54:14;0
Crescent / de Maisonneuve;2022-05-08 01:25:46;Ottawa / William;2022-05-08 01:33:14;1
Georges-Vanier / Notre-Dame;2022-10-06 21:23:11;Gordon / Wellington;2022-10-06 21:33:21;0
St-Zotique / Clark;2022-06-17 17:46:52;St-Urbain / René-Lévesque;2022-06-17 18:07:30;1
Lacombe / Victoria;2021-10-25 16:25:38;Parc du Pélican (1ère avenue / Masson);2021-10-25 17:02:56;1
Marquette / Fleury;2021-04-27 07:56:07;Marquette / Fleury;2021-04-27 08:12:50;1
Melville / de Maisonneuve;2022-07-26 23:35:28;St-Mathieu / Ste-Catherine;2022-07-26 23:50:03;1
de Gaspé / Villeray;2022-07-08 15:08:41;Parc Tino-Rossi (18e avenue / Everett);2022-07-08 15:24:30;1
Marquette / Gilford;2021-07-16 08:10:50;Pontiac / Gilford;2021-07-16 08:15:07;1
Lacombe / Victoria;2022-08-29 10:39:19;Union / Ste-Catherine;2022-08-29 11:43:21;1
Montcalm / Ontario;2021-08-31 17:35:02;St-André / Ste-Catherine;2021-08-31 17:38:29;1
Marquette / Rachel;2021-07-27 13:55:28;Marquette / Rachel;2021-07-27 13:56:57;1
Parc Joyce (Rockland / Lajoie);2022-06-20 08:35:07;Durocher / Sherbrooke;2022-06-20 08:50:17;1
Berri / Rachel;2022-09-08 18:16:29;Crescent / de Maisonneuve;2022-09-08 18:40:34;0
de Gaspé / Beaubien;2021-05-28 21:00:00;Gary-Carter / St-Laurent;2021-05-28 21:11:19;1
Notre-Dame-de-Grâce / Décarie;2022-10-02 14:16:33;de Maisonneuve / Greene;2022-10-02 14:29:14;0
d'Outremont / Ogilvy;2022-09-06 18:25:47;des Érables / Bélanger;2022-09-06 18:43:36;0
Métro Place St-Henri (St-Ferdinand / St-Jacques);2021-09-12 19:55:31;Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance);2021-09-12 20:18:33;1
Sanguinet / Ontario;2021-04-19 20:43:21;Jeanne-Mance / René-Lévesque;2021-04-19 20:50:33;1
Métro Lasalle (de Rushbrooke / Caisse);2022-10-10 14:36:43;2e avenue / Wellington;2022-10-10 14:41:39;0
Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-10-09 19:00:37;Dorion / Gauthier;2021-10-09 19:11:47;1
Jacques-Casault / Christophe-Colomb;2021-10-02 09:25:54;Drolet / Marie-Anne;2021-10-02 09:44:08;1
de Bullion / du Mont-Royal;2021-07-12 07:02:50;Bernard / Jeanne-Mance;2021-07-12 07:11:34;1
de Bullion / St-Joseph;2022-08-13 14:20:14;Chabanel / du Parc;2022-08-13 14:46:28;1
St-Christophe / Cherrier;2021-06-29 14:12:36;Parc Joyce (Rockland / Lajoie);2021-06-29 14:30:02;0
Clark / Prince-Arthur;2021-07-06 20:01:45;Jeanne-Mance / Laurier;2021-07-06 20:11:05;1
Métro Verdun (Willibrord / de Verdun);2022-07-19 18:10:16;Wellington / Gordon;2022-07-19 18:13:35;1
Chapleau / Terrasse Mercure;2021-06-16 18:50:50;Métro Papineau (Cartier / Ste-Catherine);2021-06-16 18:58:58;1
Square Victoria (Viger / du Square-Victoria);2022-11-03 07:57:38;St-André / St-Antoine;2022-11-03 08:05:44;0
Lusignan / St-Jacques;2022-06-19 01:13:52;St-Jacques / des Seigneurs;2022-06-19 01:17:26;0
Ste-Catherine / Union;2022-07-29 21:59:14;Plessis / Ontario;2022-07-29 22:12:00;1
de Brébeuf / du Mont-Royal;2022-07-01 14:58:18;de Lanaudière / du Mont-Royal;2022-07-01 15:00:08;1
du Parc-Lafontaine / Rachel;2022-06-25 17:19:31;Waverly / St-Viateur;2022-06-25 17:31:39;1
Notre-Dame / Jean-d'Estrées;2022-10-06 17:46:48;Drummond / Ste-Catherine;2022-10-06 17:54:25;0
Parc Jeanne-Mance (du Mont-Royal / du Parc);2021-07-02 20:39:28;Laval / Duluth;2021-07-02 20:46:10;1
Laval / Duluth;2022-10-23 12:48:31;Drolet / Gounod;2022-10-23 13:11:39;0
Louis-Hébert / St-Zotique;2021-10-03 19:41:33;Berri / Duluth;2021-10-03 19:59:14;1
Rivier / Davidson;2021-05-21 17:53:06;Campus MIL (Outremont / Thérèse-Lavoie Roux);2021-05-21 18:13:00;1
des Érables / du Mont-Royal;2021-05-17 17:35:37;Hochelaga / Chapleau;2021-05-17 17:45:52;1
de Hampton / de Monkland;2021-08-08 00:08:45;de Monkland / Girouard;2021-08-08 00:15:41;1
Prince-Arthur / du Parc;2021-11-03 16:21:11;BAnQ (Berri / de Maisonneuve);2021-11-03 16:27:10;1
Roy / St-Laurent;2022-07-30 00:41:01;du Parc-La Fontaine / Roy;2022-07-30 00:49:51;1
Cartier / Masson;2022-10-18 17:01:55;Villeneuve / du Parc;2022-10-18 17:18:18;0
St-Zotique / Clark;2022-07-11 16:12:08;Métro Beaubien (de Chateaubriand / Beaubien);2022-07-11 16:17:37;1
10e avenue / Masson;2022-04-27 15:08:08;Parthenais / du Mont-Royal;2022-04-27 15:21:29;1
Parc Jeanne Mance (monument sir George-Etienne Cartier);2022-07-31 14:37:37;Jeanne-Mance / St-Viateur;2022-07-31 14:46:13;0
Fullum / Ontario;2022-07-27 11:52:49;Jeanne-d'Arc / Ontario;2022-07-27 12:05:33;1
Lespérance / de Rouen;2021-10-05 18:52:46;Aylwin / Ontario;2021-10-05 18:58:36;1
Parc Luigi-Pirandello (de Bretagne / Jean-Rivard);2022-05-24 16:58:37;Métro Vendôme (de Marlowe / de Maisonneuve);2022-05-24 17:49:25;1
Bernard / Jeanne-Mance;2022-08-27 19:35:21;Waverly / St-Viateur;2022-08-27 19:37:13;1
Prince-Arthur / St-Urbain;2021-05-27 16:23:02;University / Prince-Arthur;2021-05-27 16:27:25;1
Messier / du Mont-Royal;2021-09-08 11:45:17;St-Viateur / Casgrain;2021-09-08 12:02:29;1
McTavish / Sherbrooke;2021-10-02 21:11:21;Milton / Durocher;2021-10-02 21:14:47;1
Notre-Dame / de la Montagne;2022-08-16 19:59:06;Richardson / de Montmorency;2022-08-16 20:06:26;1
Ste-Catherine / Parthenais;2022-09-28 17:22:43;Berri /Ste-Catherine;2022-09-28 17:35:23;0
Métro Joliette  (Joliette / Hochelaga);2021-06-23 19:16:38;Hochelaga / Chapleau;2021-06-23 19:24:42;1
Hutchison / Beaubien;2022-08-19 18:00:41;Laurier / de Brébeuf;2022-08-19 18:15:06;0
Chabot / de Bellechasse;2022-10-09 08:01:49;Métro Parc  (Hutchison / Ogilvy);2022-10-09 08:18:18;0
Laval / Rachel;2022-07-05 11:57:35;Hutchison / des Pins;2022-07-05 12:03:39;1
du Parc-Lafontaine / Rachel;2022-11-14 16:03:09;Fullum / Terrasse Mercure;2022-11-14 16:10:00;0
Prince-Arthur / du Parc;2021-08-26 22:01:48;McTavish / Sherbrooke;2021-08-26 22:08:50;1
de Maisonneuve / Mansfield (sud);2021-07-28 19:00:36;de la Côte St-Antoine / Argyle;2021-07-28 19:17:18;0
Laurier / de Brébeuf;2022-05-30 20:27:35;St-Dominique / Laurier;2022-05-30 20:33:43;1
de Bullion / St-Joseph;2022-07-16 01:21:56;Messier / St-Joseph;2022-07-16 01:29:26;0
Métro Mont-Royal (Rivard / du Mont-Royal);2022-08-29 19:47:11;Fullum / Marie-Anne;2022-08-29 19:56:32;1
St-Hubert / de Maisonneuve (sud);2022-10-05 18:23:36;Ste-Catherine / Parthenais;2022-10-05 18:29:34;0
Métro Place St-Henri (St-Ferdinand / St-Jacques);2021-06-16 12:30:10;St-Jacques / des Seigneurs;2021-06-16 12:39:38;1
Larivière / de Lorimier;2021-08-08 22:15:43;Sanguinet / Ontario;2021-08-08 22:22:06;1
de Lanaudière / Laurier;2021-11-07 14:18:56;Marché Jean-Talon (Henri-Julien / Jean-Talon);2021-11-07 14:30:14;0
Grand Boulevard / Sherbrooke;2022-05-14 12:41:17;Métro Vendôme (de Marlowe / de Maisonneuve);2022-05-14 12:49:01;1
Métro Villa-Maria (de Monkland / Décarie);2021-08-14 22:47:30;Earnscliffe / Queen-Mary;2021-08-14 22:52:19;1
Guy / Sainte-Catherine;2022-11-03 20:21:59;Prince-Arthur / du Parc;2022-11-03 20:37:12;0
Rosemont / Viau;2021-08-07 17:41:57;Métro Viau (Pierre-de-Coubertin / Viau);2021-08-07 17:47:39;0
Darling / Sherbrooke;2022-11-10 07:51:49;La Tour de Montréal (Pierre-de-Coubertin / Bennett);2022-11-10 08:03:36;0
Parc Loyola (Somerled / Doherty);2022-05-11 16:49:46;Ste-Émilie / St-Rémi;2022-05-11 17:11:28;1
de l'Esplanade / du Mont-Royal;2021-07-12 10:15:00;Guilbault / Clark;2021-07-12 10:19:39;1
St-Mathieu / Ste-Catherine;2021-06-12 10:29:00;William / St-Henri;2021-06-12 10:45:04;1
Laval / Duluth;2022-08-27 12:45:20;Henri-Julien / Duluth;2022-08-27 12:49:03;1
de Kent / de la Côte-des-Neiges;2021-07-28 14:07:59;de Kent / de la Côte-des-Neiges;2021-07-28 14:08:22;1
Berri / Rachel;2021-06-02 19:15:14;Émile-Duployé / Sherbrooke;2021-06-02 19:22:16;1
de l'Hôtel-de-Ville / Villeneuve;2022-10-22 15:30:48;University / Prince-Arthur;2022-10-22 15:50:23;0
Parc Benny (Benny / de Monkland);2021-04-25 10:44:44;de Hampton / de Monkland;2021-04-25 11:15:10;1
Roy / St-Laurent;2021-05-27 13:33:02;Metcalfe / St-Catherine;2021-05-27 13:44:32;1
de Mentana / Marie-Anne;2021-09-04 21:48:53;Boyer / du Mont-Royal;2021-09-04 21:50:38;1
St-Nicolas / Place d'Youville;2022-04-21 13:57:34;Mansfield / Ste-Catherine;2022-04-21 14:03:49;1
Parc Luigi-Pirandello (de Bretagne / Jean-Rivard);2022-07-05 14:26:19;16e avenue / Jean-Talon;2022-07-05 14:47:56;1
Resther / du Mont-Royal;2021-08-19 21:19:41;Roy / St-André;2021-08-19 21:25:14;1
Gary-Carter / St-Laurent;2021-08-10 18:44:55;Bloomfield / Jean-Talon;2021-08-10 19:08:49;0
St-Zotique / Clark;2022-06-25 10:13:58;Laurier / de Bordeaux;2022-06-25 10:29:10;1
Guizot / St-Denis;2022-05-01 01:07:52;St-Dominique / Bernard;2022-05-01 01:33:40;1
René-Lévesque / Papineau;2022-08-13 01:22:53;Dézéry / Ontario;2022-08-13 01:34:18;1
Plessis / Ontario;2022-04-20 18:12:04;Métro Joliette  (Joliette / Hochelaga);2022-04-20 18:28:36;1
Jeanne-d'Arc / Ontario;2022-11-03 19:02:35;Panet / Ste-Catherine;2022-11-03 19:27:24;0
Garnier / Everett;2021-10-23 10:42:09;Villeray / St-Michel;2021-10-23 10:48:14;1
Laval / Rachel;2021-08-27 23:25:23;de Mentana / Rachel;2021-08-27 23:28:31;1
Villeneuve / St-Urbain;2021-04-20 17:11:55;Drolet / Jarry;2021-04-20 17:36:43;1
de Brébeuf / du Mont-Royal;2022-05-24 20:12:43;Beaudry / Sherbrooke;2022-05-24 20:18:39;1
Hamel / Sauvé;2021-08-06 11:39:03;Complexe sportif Claude-Robillard;2021-08-06 11:44:50;0
Lucien L'Allier / St-Jacques;2021-10-26 22:11:39;Guy / Notre-Dame;2021-10-26 22:14:03;0
des Soeurs-Grises / Marguerite-d'Youville;2021-10-03 01:59:15;St-Nicolas / Place d'Youville;2021-10-03 02:03:19;1
Métro Charlevoix (Centre / Charlevoix);2021-10-03 13:46:49;Métro Charlevoix (Centre / Charlevoix);2021-10-03 14:53:52;1
Berri / Cherrier;2022-10-26 11:27:19;Gauthier / de Lorimier;2022-10-26 11:36:40;0
Jeanne-Mance / St-Viateur;2022-09-30 10:53:50;Maguire / Henri-Julien;2022-09-30 10:59:49;0
Drolet / Laurier;2022-09-13 19:04:07;St-André / Cherrier;2022-09-13 19:15:12;0
Marquette / Laurier;2022-08-17 15:41:07;Messier / St-Joseph;2022-08-17 15:43:56;1
Clark / St-Viateur;2021-09-19 17:02:53;de Bordeaux / Masson;2021-09-19 17:15:45;1
Crescent / de Maisonneuve;2021-09-07 17:07:20;Panet / Ste-Catherine;2021-09-07 17:26:06;0
de l'Église / de Verdun;2021-10-03 15:23:10;de l'Église / de Verdun;2021-10-03 15:33:44;1
Roy / St-Laurent;2022-07-12 04:48:24;Marquette / Rachel;2022-07-12 04:55:00;1
Métro Papineau (Cartier / Ste-Catherine);2022-08-09 15:15:22;de la Commune / St-Sulpice;2022-08-09 15:31:06;1
Gauthier / de Lorimier;2022-08-10 22:58:38;Panet / Ste-Catherine;2022-08-10 23:06:38;1
St-André / Ste-Catherine;2022-09-27 20:00:24;Logan / d'Iberville;2022-09-27 20:07:19;0
Dollard / Van Horne;2021-10-13 08:32:59;Bloomfield / Van Horne;2021-10-13 08:35:26;1
Casgrain / Maguire;2022-06-25 12:33:57;de Lanaudière / du Mont-Royal;2022-06-25 12:45:53;1
de Bleury / de Maisonneuve;2021-07-06 17:33:05;du Mont-Royal / Augustin-Frigon;2021-07-06 17:49:57;1
Swail / Decelles;2022-05-29 15:49:27;Jeanne-Mance / Laurier;2022-05-29 16:06:03;0
de la Commune / Place Jacques-Cartier;2021-08-10 14:53:19;de la Commune / St-Sulpice;2021-08-10 14:56:15;0
Lajeunesse / Villeray;2022-10-26 08:07:18;Drolet / Gounod;2022-10-26 08:09:42;0
Marie-Anne / de la Roche;2021-08-24 17:15:41;Louis-Hébert / Beaubien;2021-08-24 17:26:42;1
Roy / St-Denis;2022-07-11 14:39:05;Jardin Botanique (Pie-IX / Sherbrooke);2022-07-11 15:05:34;1
Métro Jean-Talon (Berri / Jean-Talon);2022-06-25 08:32:12;Parc Villeray (Christophe-Colomb / Jarry);2022-06-25 08:38:31;1
Boyer / Rosemont;2022-09-03 16:49:59;Berri / Rachel;2022-09-03 17:00:57;0
Parc Joseph-Robin (18e avenue / Everett);2022-09-24 09:14:28;Chambord / Fleury;2022-09-24 09:59:26;0
de Bullion / du Mont-Royal;2022-08-11 15:52:52;Berri / Cherrier;2022-08-11 16:26:13;1
Roy / St-Laurent;2021-05-28 15:01:19;Alexandra / Jean-Talon;2021-05-28 15:26:49;1
Place d'Youville / McGill;2021-07-25 13:22:44;Regina / de Verdun;2021-07-25 13:37:54;1
Resther / du Mont-Royal;2022-04-24 15:45:01;de Lanaudière / du Mont-Royal;2022-04-24 15:49:03;1
Marché Atwater;2022-10-18 14:46:53;Place du Commerce;2022-10-18 15:10:44;0
Egan / Laurendeau;2022-06-08 08:34:25;des Soeurs-Grises / Marguerite-d'Youville;2022-06-08 08:57:12;1
Bennett / Pierre-de-Coubertin;2021-04-19 17:03:51;Marché Maisonneuve;2021-04-19 17:07:37;1
Hickson / Wellington;2021-10-19 08:29:25;LaSalle / Crawford;2021-10-19 08:48:42;0
Maguire / Henri-Julien;2022-06-25 07:45:24;de Mentana / Laurier;2022-06-25 07:48:15;1
Chabot / de Bellechasse;2022-06-09 06:56:49;Métro Beaubien (de Chateaubriand / Beaubien);2022-06-09 07:01:21;1
HEC (Decelles / Jean-Brillant);2022-07-23 01:48:44;de Bullion / du Mont-Royal;2022-07-23 02:01:26;1
Métro Laurier (Berri / Laurier);2022-08-14 19:02:52;Rachel / de Brébeuf;2022-08-14 19:09:56;1
Rose-de-Lima / Workman;2022-05-17 18:20:31;Rose-de-Lima / Workman;2022-05-17 18:54:57;1
Parc Jeanne-Mance (du Mont-Royal / du Parc);2022-10-29 15:24:21;Place d'Youville / McGill;2022-10-29 15:40:25;0
Métro Papineau (Cartier / Ste-Catherine);2021-04-11 10:08:44;des Bassins / du Séminaire;2021-04-11 10:24:29;1
Bordeaux / Mont-Royal;2022-10-20 16:04:48;Wurtele / de Rouen;2022-10-20 16:13:43;0
Fullum / Holt;2022-08-20 21:45:21;des Érables / Bélanger;2022-08-20 21:50:30;1
Hutchison / des Pins;2021-08-19 13:06:33;Métro Lucien-L'Allier  (Lucien l'Allier / Argyle);2021-08-19 13:18:19;1
Parc Baldwin (Fullum / Sherbrooke);2022-09-26 14:33:01;St-Hubert / de Maisonneuve (sud);2022-09-26 14:47:54;0
University / Prince-Arthur;2021-09-28 17:29:11;Lucien L'Allier / St-Jacques;2021-09-28 17:43:07;1
de Mentana / Marie-Anne;2022-09-17 23:00:15;St-Dominique / Laurier;2022-09-17 23:14:22;0
Parc de Bullion (de Bullion / Prince-Arthur);2021-07-21 17:45:19;Sanguinet / Ontario;2021-07-21 17:49:42;1
Bloomfied / St-Viateur;2022-05-09 16:30:45;Christophe-Colomb / St-Joseph;2022-05-09 16:41:34;1
Métro Vendôme (de Marlowe / de Maisonneuve);2022-11-11 01:03:04;de la Côte St-Antoine / Royal;2022-11-11 01:10:22;0
27e avenue / Rosemont;2022-05-12 17:05:32;Louis-Hébert / de Bellechasse;2022-05-12 17:21:00;1
Roy / St-Denis;2021-09-25 13:24:05;Dorion / Ontario;2021-09-25 13:33:30;1
Milton / Clark;2022-05-18 00:22:14;Guilbault / Clark;2022-05-18 00:23:55;1
de l'Esplanade / Fairmount;2021-10-05 13:23:33;University / Milton;2021-10-05 13:38:09;1
Aylmer / Sherbrooke;2022-10-07 12:32:38;Clark / Prince-Arthur;2022-10-07 12:37:37;0
Clark / Rachel;2022-05-25 15:40:47;Durocher / Bernard;2022-05-25 15:50:09;1
Métro Mont-Royal (Rivard / du Mont-Royal);2021-05-05 12:47:12;de Bullion / du Mont-Royal;2021-05-05 12:49:42;1
Ann / Wellington;2022-07-25 09:04:20;Square Victoria (Viger / du Square-Victoria);2022-07-25 09:09:52;1
Métro Joliette  (Joliette / Hochelaga);2022-07-20 18:02:19;Marché Maisonneuve;2022-07-20 18:12:45;1
Marché Jean-Talon (Henri-Julien / Jean-Talon);2022-09-28 11:34:33;Mackay / de Maisonneuve;2022-09-28 11:59:00;0
Beatty / de Verdun;2021-08-05 12:07:42;4e avenue / de Verdun;2021-08-05 12:11:13;1
Milton / Durocher;2022-08-09 18:25:50;de la Commune / Place Jacques-Cartier;2022-08-09 18:40:18;1
Beaudry / Sherbrooke;2022-05-07 10:40:48;Clark / Prince-Arthur;2022-05-07 10:52:24;1
Notre-Dame / de la Montagne;2022-10-30 17:56:50;des Seigneurs / Notre-Dame;2022-10-30 18:00:39;0
Laurier / de Brébeuf;2021-06-22 19:59:12;Labadie / du Parc;2021-06-22 20:07:36;1
Chabanel / de l'Esplanade;2022-09-12 17:19:46;Bibliothèque d'Ahuntsic (Lajeunesse / Fleury);2022-09-12 17:26:52;0
Gilford / de Brébeuf;2021-10-11 09:23:39;Pontiac / Gilford;2021-10-11 09:26:04;1
Métro Beaubien (de Chateaubriand / Beaubien);2022-11-12 12:20:23;Drolet / Beaubien;2022-11-12 12:21:50;0
Gauthier / Papineau;2022-05-12 14:28:16;Fullum / Marie-Anne;2022-05-12 14:32:56;1
des Récollets / McGill;2022-06-03 14:17:29;Canning / Notre-Dame;2022-06-03 14:28:00;1
Gilford / des Érables;2022-11-03 23:01:41;de Bordeaux / Gilford;2022-11-03 23:16:43;0
Métro St-Laurent (de Maisonneuve / St-Laurent);2021-09-03 20:36:03;Aylwin / Ontario;2021-09-03 21:03:19;1
Marquette / des Carrières;2021-06-02 19:19:55;de Bordeaux / Marie-Anne;2021-06-02 19:35:47;1
St-Urbain / de la Gauchetière;2022-09-15 23:27:01;St-Patrick / Briand;2022-09-15 23:55:16;0
de Gaspé / Dante;2021-08-08 11:14:16;Parc du Pélican (1ère avenue / Masson);2021-08-08 11:27:23;0
Hickson / Wellington;2021-10-18 17:06:23;Ann / Ottawa;2021-10-18 17:20:02;1
de Gaspé / Marmier;2021-08-21 18:03:05;Parc du Pélican (1ère avenue / Masson);2021-08-21 18:11:24;1
Métro Jolicoeur (de Sève / Drake);2022-08-19 11:48:50;St-Patrick / Briand;2022-08-19 11:56:08;0
des Ormeaux / Notre-Dame;2021-06-13 20:51:19;des Ormeaux / Notre-Dame;2021-06-13 21:26:35;1
Garnier / St-Grégoire;2022-05-17 07:24:56;Métro Vendôme (de Marlowe / de Maisonneuve);2022-05-17 07:59:16;1
Ste-Émilie / Sir-Georges-Etienne-Cartier;2022-09-02 21:16:36;St-Rémi / Ste Émilie;2022-09-02 21:22:33;0
du President-Kennedy / Union;2021-07-29 08:45:40;Ste-Catherine / Parthenais;2021-07-29 09:03:58;0
Parc Howard (de l'Épée / de Liège);2021-08-09 21:12:50;Métro Parc  (Hutchison / Ogilvy);2021-08-09 22:19:41;0
Mozart / Casgrain;2022-05-03 20:50:07;Métro Parc  (Hutchison / Ogilvy);2022-05-03 20:56:30;1
5e avenue / Masson;2021-07-16 14:35:20;Parc du Pélican (2e avenue / St-Joseph);2021-07-16 14:37:51;1
St-Mathieu / Sherbrooke;2021-05-01 12:30:48;Vallières / St-Laurent;2021-05-01 12:49:49;1
Métro Place-d'Armes (Viger / St-Urbain);2022-06-11 16:55:11;St-Jacques / St-Laurent;2022-06-11 17:00:22;1
Panet / Ste-Catherine;2022-05-21 02:03:24;Bennett / Adam;2022-05-21 02:19:17;1
Métro Guy-Concordia (Guy / St-Catherine);2021-07-02 19:54:49;Quesnel / Vinet;2021-07-02 20:19:51;1
Villeneuve / St-Urbain;2022-08-19 21:21:12;de St-Vallier / St-Zotique;2022-08-19 21:40:30;0
Lincoln / du Fort;2021-05-14 08:07:50;Métro Peel (de Maisonneuve / Stanley);2021-05-14 08:12:56;1
Métro Sherbrooke (de Rigaud / St-Denis);2022-05-12 09:53:21;Waverly / St-Zotique;2022-05-12 10:14:27;1
St-Mathieu / Ste-Catherine;2022-05-10 23:20:57;de Bleury / de Maisonneuve;2022-05-10 23:32:47;1
Marquette / du Mont-Royal;2022-08-12 08:22:44;Resther / du Mont-Royal;2022-08-12 08:26:44;1
Lucien L'Allier / St-Jacques;2021-10-15 12:13:34;Young / Wellington;2021-10-15 12:18:45;0
2e avenue / Wellington;2021-06-11 16:58:56;5e avenue / Bannantyne;2021-06-11 17:01:48;1
Fullum / Gilford;2022-11-07 17:09:43;Fullum / Terrasse Mercure;2022-11-07 17:12:45;0
de Gaspé / Beaubien;2022-06-07 18:35:31;Laurier / de Bordeaux;2022-06-07 18:47:26;1
Milton / Clark;2022-09-30 23:34:58;Roy / St-Laurent;2022-09-30 23:39:15;0
Waverly / St-Zotique;2022-10-05 17:12:02;Peel / Ottawa;2022-10-05 17:44:01;0
Cité des Arts du Cirque (Paul Boutet / des Regrattiers);2021-07-16 15:11:23;Métro Frontenac (Ontario / du Havre);2021-07-16 15:37:08;1
de la Cathédrale / René-Lévesque;2022-08-23 17:40:44;Notre-Dame / de la Montagne;2022-08-23 17:45:37;1
Duluth / de l'Esplanade;2021-06-09 19:53:25;St-Mathieu / Ste-Catherine;2021-06-09 20:23:24;1
de la Cathédrale / René-Lévesque;2021-10-20 16:59:05;Drummond / Ste-Catherine;2021-10-20 17:01:56;1
Henri-Julien / de Castelnau;2021-08-02 15:59:23;Gare d'autocars de Montréal (Berri / Ontario);2021-08-02 16:18:28;1
St-Maurice / Robert-Bourassa;2022-05-12 08:00:03;Métro Champ-de-Mars (Viger / Sanguinet);2022-05-12 08:08:26;1
Poupart / Ste-Catherine;2022-04-14 16:07:35;Métro Papineau (Cartier / Ste-Catherine);2022-04-14 16:15:10;0
10e avenue / Masson;2022-10-23 11:34:42;de Chambly / Rachel;2022-10-23 11:43:06;0
Métro Rosemont (de St-Vallier / Rosemont);2021-10-30 16:32:16;Métro Beaubien (de Chateaubriand / Beaubien);2021-10-30 16:35:47;1
Valois / Ste-Catherine;2021-08-13 23:04:11;Valois / Ste-Catherine;2021-08-14 00:19:01;0
St-Jacques / McGill;2022-07-23 00:04:34;des Bassins / du Séminaire;2022-07-23 00:13:01;1
St-Germain / Hochelaga;2022-07-21 18:15:37;Métro Frontenac (Ontario / du Havre);2022-07-21 18:20:56;1
de Bordeaux / Masson;2021-08-23 22:07:36;Roy / St-Denis;2021-08-23 22:23:44;1
Métro Mont-Royal (Rivard / du Mont-Royal);2022-08-02 14:37:10;Maguire / St-Laurent;2022-08-02 14:48:07;1
Guy / Notre-Dame;2022-11-13 11:56:29;William / St-Henri;2022-11-13 12:01:54;0
de la Commune / St-Sulpice;2022-04-30 11:02:18;St-Christophe / René-Lévesque;2022-04-30 11:14:06;0
Atateken / du Square Amherst;2021-09-13 09:44:26;Cartier / Masson;2021-09-13 09:59:33;1
Clark / St-Viateur;2022-06-30 14:43:39;Ste-Famille / Sherbrooke;2022-06-30 14:51:28;1
Marquette / du Mont-Royal;2022-09-22 07:15:58;Marquette / Laurier;2022-09-22 07:19:51;0
Milton / Durocher;2021-06-26 22:32:09;Casgrain / Maguire;2021-06-26 22:52:17;1
Prince-Arthur / du Parc;2022-07-18 09:02:25;Métro Beaudry (Montcalm / de Maisonneuve);2022-07-18 09:12:52;1
Chambord / Fleury;2021-08-22 16:54:58;Rousselot / Jarry;2021-08-22 17:07:27;1
Roy / St-Denis;2021-08-19 08:02:25;St-Dominique / St-Viateur;2021-08-19 08:12:23;1
Duvernay / Charlevoix;2021-07-28 07:56:09;Notre-Dame / de la Montagne;2021-07-28 08:03:23;1
McTavish / Sherbrooke;2022-06-14 21:36:21;Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance);2022-06-14 21:48:41;1
Hutchison / des Pins;2022-05-31 09:19:23;Parc Jeanne Mance (monument sir George-Etienne Cartier);2022-05-31 09:24:24;1
Métro Guy-Concordia (Guy / St-Catherine);2021-11-08 07:52:41;Ste-Famille / Sherbrooke;2021-11-08 08:03:56;1
Wellington / Hickson;2021-08-06 13:12:30;Richmond / des Bassins;2021-08-06 13:23:49;1
St-Urbain / Beaubien;2021-08-26 06:14:50;Métro de Castelnau (de Castelnau / St-Laurent);2021-08-26 06:19:55;1
Fabre / St-Zotique;2021-09-03 17:40:07;St-Viateur / Casgrain;2021-09-03 17:56:42;1
de Lanaudière / du Mont-Royal;2021-07-23 22:51:49;St-Hubert / Duluth;2021-07-23 22:58:17;1
Fullum / de Rouen;2022-08-21 13:08:21;Gauthier / Parthenais;2022-08-21 14:01:47;0
Aylmer / Ste-Catherine;2022-11-15 10:24:17;Aylmer / Ste-Catherine;2022-11-15 10:26:21;0
Henri-Julien / de Bellechasse;2021-07-24 01:27:13;Gauthier / Parthenais;2021-07-24 01:40:02;0
Parc Olympique (Pie-IX / Sherbrooke);2022-09-23 12:34:08;Métro Rosemont (de St-Vallier / Rosemont);2022-09-23 13:00:27;0
Aylmer / Prince-Arthur;2022-08-10 17:09:27;Bernard / Jeanne-Mance;2022-08-10 17:20:51;1
Bennett / Pierre-de-Coubertin;2022-08-29 19:39:03;Bennett / Adam;2022-08-29 19:43:27;1
Ste-Catherine / Union;2022-07-27 18:08:24;Métro Mont-Royal (Rivard / du Mont-Royal);2022-07-27 18:24:16;1
